name,foods,score,kind
低脂减肥餐！酸甜开胃的番茄金针菇鸡蛋汤！,金针菇、鸡蛋、西红柿,0,汤羹
小时候的生煎包,面粉、水、盐、酵母粉、无铝泡打粉、肉馅儿、葱花、芝麻,8.3,汤羹
【番茄土豆炖牛腩】,番茄、土豆、牛腩、黄洋葱、京葱、姜蒜、八角、香叶、生抽、白胡椒粉、番茄酱、冰糖、盐,8.5,汤羹
香甜玉米浓汤,甜玉米、淡奶、黄油、盐、火腿、黑胡椒粒、面粉,7,汤羹
沙参玉竹乌鸡汤（滋阴清热）,乌鸡、沙参、玉竹、枸杞、红枣、盐,9,汤羹
苦瓜黄豆骨头汤,苦瓜、黄豆、猪骨、姜片、盐、清水,0,汤羹
酸梅汤,乌梅、山楂、洛神花、甘草、桑葚、陈皮、桂花、薄荷、冰糖、水,8.7,汤羹
鲫鱼豆腐汤,鲫鱼、姜、豆腐、油、料酒、盐、葱、开水、香菜、花椒,0,汤羹
简单解馋的酸辣汤,番茄、大葱、小米辣、韩式泡菜、生抽、蚝油、白胡椒粉、牛奶、番茄酱、盐,2,汤羹
枸杞猪肝汤,猪肝、枸杞叶、枸杞子、淀粉、姜、料酒、盐、植物油、生抽,1,汤羹
【健脾胃】小孩积食？肠胃差？不爱吃饭？🧐,猪腱肉、太子参、无花果、莲子、蜜枣、姜片、盐,0,汤羹
山药香菇青菜汤,山药、上海青、新鲜香菇、香油、盐、清水、胡萝卜丝,2,汤羹
玉米排骨汤,甜玉米、排骨、胡萝卜、姜片、盐、香葱或者香菜,8.3,汤羹
五红汤（产后、经期调理、月子汤）,红豆、红枣、红糖、枸杞、花生、水,5,汤羹
养胃山药猪肚汤、猪肚鸡汤（含猪肚清洗方法）,猪肚、白胡椒粒、姜、铁棍山药、枸杞、盐,8.5,汤羹
备孕-补肾板栗鸡汤,板栗、红枣、枸杞、清远走地鸡,5,汤羹
虾滑菠菜汤,虾、盐(虾滑）、鸡蛋清、白胡椒、姜粉（虾滑）、菠菜、盐（汤里）、葱花,8,汤羹
红汤羊蝎子<302小厨房>,羊蝎子（多肉）、干黄酱、生抽、冰糖、洋葱、葱、姜片、大蒜、陈皮、白酒、盐、老抽、花椒、小茴香、白胡椒粒、八角、桂皮、香叶、山奈、甘草、草果、干辣椒,0,汤羹
冬季不可少的一碗家常羊肉汤,羊腿骨.羊排、大葱、生姜、料酒、香菜、食盐、胡椒粉,11,汤羹
排骨山药玉米营养汤,排骨、铁棍山药（切块）、胡萝卜（切块）、玉米（切块）、葱段、姜、料酒、大枣、枸杞、小葱花、盐,3,汤羹
【莲藕猪骨汤】清甜滋润,猪骨、莲藕、玉米、胡萝卜、蜜枣（去核）、姜、水,1,汤羹
番茄排骨汤,中排、番茄、番茄酱、小土豆、玉米、胡萝卜、小葱、大葱、姜、独蒜、八角、花椒、白胡椒粉、料酒、黄酒,8.0,汤羹
土豆浓汤,土豆、培根、洋葱、牛奶、黄油、法香、盐、黑胡椒,8.1,汤羹
冰糖银耳红枣汤,干银耳、红枣、冰糖、蜜枣,8.2,汤羹
【素食】菠菜粥,大米粥、菠菜、素火腿肠、盐、香油,6,汤羹
韩式辣牛肉汤【曼食慢语】,牛腱子肉、白萝卜、豆芽、洋葱、姜、蒜头、红辣椒、葱、韩式辣椒酱、韩式辣椒粉、香油、生抽、盐、糖,8.4,汤羹
亲子番茄丸子盖饭,热米饭、猪肉馅（三肥七瘦）、番茄、香葱、蒜头、姜片、鸡蛋、淀粉、胡椒粉、盐、糖、料酒、鸡精（味精）,8.7,汤羹
姜汁红糖地瓜汤,地瓜、水、红糖(可随意)、姜,0,汤羹
最好用的鲫鱼汤方子,鲫鱼、姜、葱、盐,8.4,汤羹
消暑解渴、祛湿化滞-冬瓜薏仁莲子猪骨汤,猪头骨、冬瓜、薏米、莲子、姜、盐,0,汤羹
酸梅汤（同仁堂配方）,乌梅、山楂、甘草、陈皮、桑葚、薄荷叶、洛神花（也叫玫瑰茄）、干桂花、黄冰糖、清水,8.5,汤羹
菠菜猪肝汤（猪肝嫩滑汤清澈）,猪肝、菠菜、姜、生抽、猪油、白胡椒粉、盐、味精、糖,12,汤羹
超简单的韩式土豆洋葱辣椒酱汤,土豆、洋葱、辣椒酱（清净园）、酱油（味极鲜）、木棉豆腐（可无）、泡菜（可无）、水、芝麻油/香油、烧菜油、金枪鱼（可无）,0,汤羹
陈情令师姐的莲藕排骨汤（极简做法）,排骨、藕、姜、葱、盐、鸡精,7.8,汤羹
冬瓜圆子汤,冬瓜、猪肉、玉米粒、鸡蛋、葱、姜、蒜、料酒、淀粉、盐、生抽、黑胡椒、蚝油、鲍鱼汁,0,汤羹
番茄肥牛金针菇,肥牛、西红柿、金针菇、小葱、蒜、番茄酱、生抽、白胡椒粉、盐、鸡精,7.7,汤羹
失眠克星🍒宁心养神睡眠汤,酸枣仁、桑葚干、百合干、茯苓、桂圆肉,0,汤羹
四季椰子鸡汤,椰子、清远鸡、黄芪、红枣、枸杞、姜,11,汤羹
四季汤之太子参健脾胃汤,太子参、麦冬、无花果、百合、石斛、猪脊肉,3,汤羹
私家菜谱！最好吃的松茸菜谱！抗癌防癌每年都要吃4公斤的松茸！肉片松茸汤！,松茸、肉片、地瓜粉番薯粉、酱油、盐,0,汤羹
绿豆汤（省火，粒粒开花，流沙）,绿豆、冰糖、水,0,汤羹
香菇鸡汤,整鸡、香菇、红枣、枸杞、姜片、盐,7.7,汤羹
冬瓜丸子汤,冬瓜、猪五花肉、淀粉、料酒、鸡蛋、生抽、胡椒粉、盐、姜粉,0,汤羹
不二虫草花鲍鱼排骨汤,虫草花、鲍鱼、排骨、盐,0,汤羹
薏米/斑斓叶/红糖/绿豆汤,绿豆、薏米、纯净水、红糖,0,汤羹
太子参麦冬瘦肉汤（健脾胃）,瘦肉水、无花果、太子参、麦冬、淮山、芡实、去心莲子、黄芪（北芪）、蜜枣、生姜,3,汤羹
比小鲜肉还鲜的海鲜豆腐,味事达味极鲜、虾、嫩豆腐（或内酯豆腐）、白玉菇、蟹味菇、姜、小葱、盐、鸡精、白胡椒粉、料酒、淀粉,8.3,汤羹
火腿玉米🌽浓汤,水、甜玉米、黄油、面粉、火腿、淡奶油、盐、黑胡椒、葱,0,汤羹
春天到！千万不要错过宝宝猛长期哦～学会这道罗宋汤轻松长高,牛腩、黄油、土豆、胡萝卜、芹菜、洋葱、圆白菜、西红柿、大蒜、香叶、黑胡椒粉、番茄酱、盐、牛奶、清水,9,汤羹
紫菜蛋花汤,鸡蛋、紫菜、虾皮、一品鲜酱油、鸡汁、白胡椒粉、香油、盐、葱花、香菜,7.5,汤羹
胡辣汤,红薯粉丝、牛肉、花生、海带、豆皮、木耳、胡辣汤料,8.5,汤羹
牛肉粉丝汤,牛肉、粉丝、八角、花椒、姜片、大葱、料酒、盐、生抽、咖喱粉、香菜末、小葱末、洋葱,8.4,汤羹
豆腐鲫鱼汤,鲫鱼、豆腐、生姜、葱、油、盐、料酒,8.0,汤羹
夏季清热解暑佳品~笋干冬瓜排骨汤,排骨、冬瓜、笋干、葱,0,汤羹
堂妈小厨——酸汤肥牛,材料：肥牛片、番茄、大蒜、生姜、金针菇、米辣子、绿线椒、海南黄灯笼辣椒酱、红剁椒酱、白醋、生抽、食盐、白糖、,8.4,汤羹
家庭版牛尾汤,牛尾、料酒、葱、姜、花椒、八角、醋、盐,3,汤羹
萝卜排骨汤,排骨、白萝卜、葱段、枸杞、盐,7.8,汤羹
假装在西餐厅的奶油蘑菇汤,蘑菇、黄皮白洋葱、培根、黄油、面粉、清水、牛奶、盐、白胡椒、黑胡椒,8.0,汤羹
罗宋汤（儿童简易版）,牛腩、洋葱、洋芋、胡萝卜、西芹、番茄、小蘑菇,11,汤羹
养心安神排骨猪心汤（不加一片姜，不带一点腥味，清甜像加了味精，制作过程十分钟之内搞定）,排骨、猪心、红枣、枸杞、麦冬、盐、料酒（白酒）、水,16,汤羹
酸汤小酥肉,小酥肉、西红柿、黑木耳、小白菜、葱、姜、盐、胡椒粉、香油、香醋,8.3,汤羹
女人汤-鲫鱼萝卜丝汤,鲫鱼、白萝卜、姜、陈皮、盐、白胡椒粉,8.4,汤羹
韩式【黄瓜凉汤】,黄瓜、洋葱、胡萝卜、青红辣椒、大蒜、海鲜酱油、盐、白醋/果醋、白糖、芝麻、冰水、冰块,0,汤羹
简单好喝的韩式海带汤,韩式裙带菜、牛里脊肉、大蒜、香油、酱油、盐,1,汤羹
夏天必喝丨最适合女生的养颜养生羹!减肥美白,雪梨、百合、银耳、枸杞,0,汤羹
超下饭的酸汤肥牛,肥牛、金针菇、番茄、黄泡椒、红泡椒、青椒、朝天椒、葱、姜、蒜、生抽、盐、蚝油,11,汤羹
三豆饮和三伏天很配哦,绿豆、黑豆、赤小豆、黄豆,2,汤羹
罗宋汤,牛腩、土豆、胡萝卜、卷心菜、番茄、洋葱、蒜末、番茄酱、盐、食用油,7.8,汤羹
萝卜菌菇汤：减肥人士最爱的养生菜！,白萝卜、蟹味菇、（冷冻鲜）芡实、青豆、芥花籽油、盐、白胡椒粉、素高汤、水淀粉,8.5,汤羹
汤浓肉嫩的番茄牛腩，牛腩软烂秘法,牛腩、西红柿、土豆、糖、生抽、番茄酱、姜、蒜、十三香、盐根据个人口味酌情加入，本菜谱有小朋友食用，所以没再额外添加其他佐料,8.2,汤羹
快手～鲜虾豆腐,盒装豆腐、鲜虾、蒜末、香菜末、盐、鸡粉、白糖、白胡椒粉,7.8,汤羹
清炖鲫鱼汤三个关键步骤让你轻松炖出汤浓味鲜色白似奶的鲫鱼汤,鲫鱼、姜、盐、,8.5,汤羹
中式罗宋汤牛尾汤,牛尾、姜、葱、蒜、西红柿、胡萝卜、洋葱、土豆、料酒、盐、老抽、番茄酱,0,汤羹
备孕喝三种汤水，成功怀上宝宝,当归、鸡蛋、红枣,0,汤羹
海派华老大罗宋汤,卷心菜、胡萝卜、土豆、番茄、洋葱、红肠、西芹、罗宋汤底调料（懒人福音）、番茄沙司、牛奶、水、植物油,8.6,汤羹
快手系列：酸辣汤,内脂豆腐、鸡蛋、木耳、香菇、蟹味菇、油泡、鱼饼、笋、胡萝卜、香菜、生抽、米醋、黑胡椒、盐、水淀粉、香油,8,汤羹
鲜掉眉毛的清炖牛肉汤（面）,牛腩、姜、草果、砂仁（香砂）、盐、香菜、小葱、花椒粉、白胡椒粉,8.4,汤羹
开胃酸辣汤,嫩豆腐、生抽、老抽、米醋、白胡椒粉、火腿肠、木耳、淀粉、水、调淀粉的水、香油、香菜碎、盐,8.0,汤羹
酸汤肥牛,肥牛片250克、海南黄辣椒酱60克（香辣型）、料酒盐、150克金针菇、大蒜4瓣姜两片、白醋5克（或柠檬汁）、青尖椒1个红尖椒3个,7.9,汤羹
蛋饺,鸡蛋、猪肉糜、料酒、盐、鸡粉、美极鲜酱油、淀粉、肥膘,8.3,汤羹
好喝又下饭的韩式大酱汤,牛肉、蛤蜊肉、豆腐、土豆、西葫芦、豆芽、大蒜、青椒、淘米水、韩式辣酱、韩式大酱,15,汤羹
菌汤面条看得见的香菇尝得到的鲜美这才是真正的菌汤,挂面或细面条、香菇、小青菜、西红柿、蚝油、生抽、盐,8.0,汤羹
丝瓜汤,丝瓜,0,汤羹
南瓜汤圆（黑芝麻馅）,糯米粉、南瓜泥、（南瓜泥的含水量不同，酌情增减）、馅料：（10个）、黑芝麻粉、绵白糖、猪油,8.2,汤羹
鲫鱼汤,鲫鱼、葱、姜、盐、料酒、最近一次用的橄榄油煎鱼，发现汤更白,8.5,汤羹
简单好喝的韩式海带汤,海带、酱油、大蒜、裙带菜、香油、牛肉、蒜,1,汤羹
手做【鲅鱼丸子汤】,【主料】鲅鱼三条、肉馅半斤、【调料】料酒、花椒水、盐、白胡椒粉、花生油、香油、味精,8.5,汤羹
美容养颜的丝瓜花蛤汤来喽！！,丝瓜、花蛤、葱花、姜、盐、胡椒粉、食用油、料酒,0,汤羹
十分钟搞定秘制番茄金针菇肥牛卷,金针菇、肥牛、番茄、生抽、十三香、白糖、番茄酱、蒜瓣,13,汤羹
蛤蜊豆腐汤,蛤蜊、内酯豆腐、葱、姜、火腿、白胡椒粉、盐、高汤,8.2,汤羹
花胶煲鸡汤,母鸡、瘦肉、花胶、淮山、玉竹、红枣、桂圆干、杞子、姜、水、盐、胡椒、以上份量,0,汤羹
养胃胡椒猪肚汤,猪肚、白胡椒粒、盐、姜片、枸杞、花椒,7.8,汤羹
冬至桂圆烧蛋，补气养血好气色,鸡蛋、桂圆、红枣、红糖、枸杞、清水,8,汤羹
银耳莲子汤,糖、莲子、银耳、枸杞、红枣,9,汤羹
鱼头豆腐汤,胖头鱼鱼头（也叫大头鱼，花鲢）、嫩豆腐、葱、姜、盐、枸杞、料酒,8.1,汤羹
椰子鸡汤（带处理椰子妙招）,毛椰子、鸡、猪骨头、盐,0,汤羹
四宝暖身汤,干红枣、红糖、姜、枸杞、纯净水,8.5,汤羹
消暑简单又好吃的夏日冬瓜蛋花汤,冬瓜、鸡蛋、胡萝卜、木耳、盐、白胡椒粉、小葱、橄榄油,0,汤羹
香菇豆腐羹～每日一素,豆腐、香菇、胡萝卜、淀粉、生抽、蔬菜精、香菜,4,汤羹
三伏天-补气血最佳时机党参北芪淮山鸡汤,鸡、党参、淮山片、枸杞子、红枣去核、蜜枣、姜片、茨实、北芪、胡萝卜,1,汤羹
嫩豆腐汤,嫩豆腐、洋葱、辣椒粉、香油、鸡蛋、酱油、葱、糖,0,汤羹
雪燕牛奶（美容养颜）,雪燕、冰糖、牛奶、水,15,汤羹
琉璃汤圆,水磨糯米粉、温水、抹茶粉、可可粉、豆沙馅,8.5,汤羹
【胡椒猪肚汤】又鲜又暖，冬天必备！,猪肚、鸡、白胡椒粒、水、生姜、红枣、枸杞、牛奶、盐,6,汤羹
红豆牛奶小圆子,红豆、糯米粉、温水、冰糖（或炼乳）、牛奶,0,汤羹
西红柿鸡蛋疙瘩汤,鸡蛋、西红柿、面粉、盐、香菜、葱、姜、食用油,8.0,汤羹
牛奶炖桃胶（简单版）,桃胶、牛奶、白糖、红枣,13,汤羹
自制高汤块,鸡翅根、鸡爪、胡萝卜、西芹、大葱、姜、大蒜、香叶、洋葱、料酒,1,汤羹
快手汤｜口蘑鲜汤,口蘑、花生油、香葱、黑胡椒、盐,3,汤羹
松茸冬瓜汤,松茸、冬瓜、火腿、干贝,0,汤羹
「宝宝辅食」芙蓉鲜蔬汤，鲜掉眉毛,鸡蛋、胡萝卜、黄瓜、香菇、菜叶、香油、淀粉/米粉,6,汤羹
鲍鱼丝瓜汤,丝瓜、盐、姜、鲍鱼、油,0,汤羹
香菇老鸡汤,老母鸡、干香菇、姜、盐,0,汤羹
健康蔬菜汤（减肥）,西红柿、洋葱、胡萝卜、玉米、口蘑、芦笋、盐、油、白水,4,汤羹
上汤娃娃菜,娃娃菜、皮蛋、火腿肠、海米、太太乐原味鲜鸡粉、淀粉、鸡汤、盐、小葱,6,汤羹
比奶茶还要好喝的奶香红豆红薯圆子汤,红豆、红薯、糯米粉、纯牛奶、冰糖、清水,14,汤羹
胡萝卜玉米排骨汤,排骨、甜玉米、胡萝卜、生姜、料酒、排骨炖料、白醋、盐,8.0,汤羹
老北京派疙瘩汤,面粉、清水、西红柿、鸡蛋、番茄酱、葱姜末、生抽、盐、白糖,8.3,汤羹
鲜松茸土鸡汤,土鸡、松茸、花胶、椰子、葱、姜、盐、瘦肉,0,汤羹
没食欲？🤔来一份超清甜的椰子鸡吧🥥🍃也可用来涮火锅,椰青、老椰子（椰皇）、老母鸡（或者文昌鸡）、姜片,0,汤羹
奶白鲫鱼汤的秘诀！,鲫鱼、姜片、小葱葱白,8.4,汤羹
广东靓汤——清热祛湿汤系列/6⃣款任君挑选,茯苓、蜜枣、薏米、猪骨,5,汤羹
番茄牛肉汤,番茄、红萝卜、洋葱、牛肉、番茄酱、油、水,8.0,汤羹
番茄菜花米烩饭丨健康·三餐<好好吃饭7>,菜花（又叫花菜）、西红柿、北豆腐（美帝的买extrafirm）、料酒、小香葱、番茄酱、香菜、粉盐/海盐、白胡椒粉、香油,8.5,汤羹
止咳降火的雪梨百合银耳汤,银耳、梨、百合(干货)、红枣、冰糖,7,汤羹
超简单营养的菌菇鸡汤🐔,鸡、香菇、蘑菇、杏鲍菇、莲藕、茶树菇、姜、料酒、盐、鸡精,0,汤羹
奶白山药牛尾汤,牛尾、山药、姜、料酒、大蒜瓣、牛奶、枸杞、香菜、海参,8.1,汤羹
【孕妇食谱】日式肥牛饭，汤汁浓郁，口感爆棚，不输吉野家～,肥牛、洋葱、胡萝卜、有机酱油、蚝油、照烧汁、料酒、白糖、盐、淀粉、上海青,0,汤羹
煮水果,苹果、梨子、橘子、枣子、枸杞、冰糖/白糖/蜂蜜/枫糖,8.5,汤羹
黄豆花生猪脚汤,猪脚、黄豆、花生、葱姜、料酒、盐,7.8,汤羹
鸡㙡炖鸡汤,鸡㙡、线鸡、盐、姜粉、料酒,0,汤羹
大骨汤,大棒骨、香葱、姜、大米、料酒、盐、鸡精,8.3,汤羹
止咳化痰的柠檬膏,柠檬、冰糖（老冰糖黄冰糖）都可以,7,汤羹
羊肚菌鲍鱼鸡汤,鲍鱼3、鸡半、姜3-6、盐适量、羊肚菌6个,7,汤羹
山药炖排骨,山药、排骨（中排）、姜、枸杞、红枣、料酒、盐,0,汤羹
泡菜锅,泡菜、北豆腐、肉丝、金针菇、食用油、辣椒酱、白糖、葱,7.9,汤羹
牛奶般雪白浓郁的鲜美鱼汤🐠只需几步！,鱼、盐、料酒、葱、金针菇、豆腐、胡椒粉、香菜,0,汤羹
儿童健脾太子参汤（专治不爱吃饭，脾胃虚）,、瘦肉、太子参、山泉水、姜片、茶油、盐,0,汤羹
奶白鲫鱼汤,鲫鱼、姜片、蒜瓣、盐,8.1,汤羹
当归黄芪党参炖乌鸡汤,乌鸡、当归、党参、黄芪、红枣、姜、枸杞、盐,6,汤羹
超简单豆浆机版南瓜羹,南瓜、纯净水、炼乳或蜂蜜,8.3,汤羹
下雨天，暖心暖胃的番茄牛尾汤,牛尾、葱、西红柿、料酒、盐、番茄酱、姜、土豆,0,汤羹
滋补靓汤——花胶炖鸡,花胶、盐、红枣、鸡、姜、枸杞、黄芪、桂圆肉、米酒,3,汤羹
清炖羊肉汤,羊肉、料酒、葱、姜、花椒、干桔皮、山楂、盐,8.0,汤羹
排骨玉米汤,玉米、排骨、胡萝卜、山药、姜、料酒、小葱、盐、大枣枸杞、香油,8.3,汤羹
裙带汤,裙带菜、牛肉（猪肉）,0,汤羹
紫薯银耳羹,银耳、紫薯、葡萄干、冰糖,7.9,汤羹
花生牛奶大米露,清水、牛奶、花生、大米、黄豆,7,汤羹
砂锅丸子,五花肉、豆腐、木耳、胡萝卜、小白菜、粉丝、盐、料酒、鸡精、胡椒粉、蚝油、芝麻油,8.1,汤羹
养生在三伏，“三豆汤”与你更配哦！,绿豆、赤小豆、黑豆、冰糖（或红糖）,8.3,汤羹
鲍鱼鸡汤（放了姬松茸）,鸡、鲍鱼、姬松茸、小葱、老姜,1,汤羹
八宝粥,大米、薏米、糯米、红花生米、黑米、红小豆、绿豆、莲子、红枣、桂圆,8.4,汤羹
红枣桂圆枸杞红糖水,若羌红枣、枸杞、桂圆、红糖、水,8.3,汤羹
玉米胡萝卜猪骨汤--健脾祛湿,猪骨、姜、料酒、玉米、胡萝卜、陈皮（大拇指头大小）、茯苓、芡实、赤小豆、薏米（炒）、淮山（干）、党参、红枣,8.5,汤羹
丝瓜蛋汤,丝瓜、鸡蛋、调料油、盐、料酒,7.4,汤羹
绿豆百合汤,绿豆、冰糖、百合、水,0,汤羹
省中医院医生推荐的鹧鸪橄榄汤,鹧鸪、橄榄、水、陈皮、枸杞、盐,0,汤羹
高汤娃娃菜,娃娃菜、火腿、皮蛋、蒜、盐、鸡精、葱、淀粉,0,汤羹
💯玉米胡萝卜清炖排骨汤🌽【滋补养生】,排骨、甜玉米、胡萝卜、小香葱、姜片、料酒、盐、鸡精,7.7,汤羹
山药排骨汤,排骨、山药、盐、姜片、花椒,7.9,汤羹
松茸虫草花土鸡汤,鲜松茸、土鸡、姜、虫草花、枸杞子、淮山,2,汤羹
蔓越莓桃胶银耳羹,蔓越莓、桃胶、银耳,8.3,汤羹
活用四神汤，健脾祛湿，美容养颜,茯苓、芡实、莲子、山药干、糖,0,汤羹
健脾利水祛湿鸡汤,鸡、淮山、云苓、红枣、枸杞、陈皮,0,汤羹
绿豆南瓜汤,老南瓜、绿豆、冰糖、食言,0,汤羹
念念不忘的炸丸子汤，看过之后就会觉得超级简单，一口一个小肉丸,盐、淀粉、生抽、蚝油、胡椒粉、鸡精、葱花，香菜、粉丝，蔬菜,7.9,汤羹
上汤菠菜,皮蛋、咸鸭蛋、火腿、蒜瓣、菠菜、盐、油、鸡精,8.3,汤羹
香菇炖鸡汤,鸡、香菇、老姜、葱、料酒、白糖、盐,7.8,汤羹
番茄三文鱼豆腐汤,西红柿、豆腐、三文鱼、海鲜菇、葱花、白胡椒、盐、白糖、柠檬汁,10,汤羹
酸梅汤,陈皮、甘草、黄冰糖、乌梅（浸泡一小时后沥干水分再用）、山楂、洛神花、桑葚、薄荷、水,1,汤羹
滋补鲍鱼鸡汤,鸡、鲍鱼、姜、红枣、虫草孢子头、枸杞、盐,8,汤羹
湖北特色汤|莲藕排骨汤,猪排骨、粉莲藕、生姜、小葱、盐、鸡精、盐和鸡精先少放一点，鸡精也可以不放，煮完后尝尝味道，觉得淡了的话，就再加一点，因为每个人的口味轻重不一样，所以这个没办法写具体重量；莲藕的重量也仅供参考，喜欢吃的就多放点；,8.2,汤羹
自主研发🉐️松茸原汤,松茸、盐、过滤水,1,汤羹
夏日吃瓜，少不了它,面筋、瓠瓜、高汤、葱花、盐,0,汤羹
番茄丸子汤（视频版）,西红柿、盐、姜片、橄榄油、洋葱、水、肉馅、葱花,0,汤羹
【冬瓜老鸭汤】解暑袪湿,老鸭（㓥好净重）、老冬瓜、薏米、茨实、老姜、陈皮、蜜枣、老姜（焯水用）、料酒（焯水用）,4,汤羹
🔥三伏天多喝羊肚菌石斛老鸭汤滋阴润燥,老鸭、石斛、羊肚菌、玉竹、沙参、蜜枣、盐、水,1,汤羹
提高免疫力补肾止咳平喘润肺抗噪海马海参汤,海马、海参、瘦肉、红枣、桂圆肉、海底椰、茯苓、沙参、枸杞、姜片、盐、铁棍山药,5,汤羹
水蒸蛋,鸡蛋、温水、盐、酱油、葱花、香油,0,汤羹
白玉菇鲜虾豆腐汤（咸蛋黄增鲜）,嫩豆腐、咸蛋、白玉菇/海鲜菇、鲜虾、葱、香菜、淀粉、白胡椒粉、盐,10,汤羹
西式豌豆浓汤,豌豆、盐、土豆、洋葱、柠檬皮、黑胡椒、蒜子、橄榄油,8,汤羹
补肾乌发《黑豆桂圆莲子红枣汤》秋冬滋润糖水,土黑豆、桂圆、红枣、莲子、红糖,8.4,汤羹
醒酒汤：可代餐可醒酒的番茄豆腐汤,西红柿、豆腐、盐、白玉菇,0,汤羹
咸香南瓜饮,南瓜、温开水/牛奶、盐、黑芝麻,8.4,汤羹
有肉感的蘑菇番茄汤,蘑菇、西红柿、地瓜粉、鸡精、盐、香葱,8.4,汤羹
补肾猪腰汤（超好做的五全大补汤）,猪腰、瘦肉、铁棍山药、玉米、生姜、枸杞,3,汤羹
鸡蛋和瘦肉这样做，鲜嫩美味，做法用料超简单，上桌2分钟吃光,鸡蛋、前腿肉、小葱、老抽、盐、生姜丝、清水,3,汤羹
豆浆机版韩式南瓜粥,3人用豆浆机、南瓜（生）、糯米一小把（生）,8.3,汤羹
鲜美可口的——西湖牛肉羹,牛肉、平菇、南豆腐、鸡蛋白、香菜、生姜、香葱、盐、鸡精、白胡椒粉、玉米淀粉、清水,7.8,汤羹
广东最经典的汤，煲出浓郁的汤色和口感,猪筒骨、玉米、胡萝卜、淮山、生姜、葱、盐,8.1,汤羹
快手绿豆羹,绿豆、水、自己熬的甜菊糖汁,0,汤羹
冬瓜排骨汤，夏天的味道,排骨、冬瓜、姜、大葱、小葱、盐、白胡椒粉、鸡精,8.1,汤羹
清补凉汤,焯水猪骨头、百合、芡实、玉竹、薏仁、土茯苓、白扁豆、山药片、麦冬、莲子、党参、沙参,0,汤羹
龙利鱼丸子汤,冻龙利鱼片、胡萝卜、小青菜、盐、白胡椒粉、芝麻油、醋,8.2,汤羹
减脂低卡晚餐番茄金针菇鸡蛋豆腐汤,西红柿、金针菇、鸡蛋、豆腐、盐、生抽、番茄酱、白胡椒粉、菠菜,0,汤羹
全家福菜(杂烩汤）,虾、肉圆、蛋饺、青菜、鹌鹑蛋、肉皮、木耳,11,汤羹
胶质满满&润肺银耳雪梨饮（简单快捷好喝）,梨（去皮去核）、冰糖、干银耳、枸杞、红枣（去核）、水,8,汤羹
好喝的爆炸的三文鱼豆腐汤～,三文鱼骨、内酯豆腐、香菜,12,汤羹
金沙豆腐羹,嫩豆腐、咸鸭蛋、海鲜菇、蟹味菇、淀粉,0,汤羹
美味韩式大酱汤,大酱、西葫芦、洋葱、金针菇、彩椒、香菇、口蘑、京葱、内酯豆腐,0,汤羹
女性必喝-气血大补汤黄芪当归红枣鸡蛋饮,红枣、枸杞、当归头、红糖、鸡蛋、黄芪、桂圆,10,汤羹
🔥进阶版疙瘩汤～巴沙鱼片疙瘩汤❗❗,面粉、番茄、鸡蛋、香菇、海鲜菇、菠菜、巴沙鱼、盐、料酒、生抽、白胡椒粉、香油、葱,0,汤羹
泰式冬阴功汤,虾、蛤蜊、三文鱼骨、皮、丽尔泰{RealThal)冬阴功酱、丽尔泰{RealThal)鱼露、草菇、青柠檬、南姜、泰国椰粉（或者椰浆50克）、奶油或者牛奶（放椰浆就不用奶油和牛奶）、朝天椒、香茅、柠檬叶,7.5,汤羹
冬瓜汆丸子汤,冬瓜、猪绞肉馅、鸡蛋、葱、姜、香菜、淀粉、料酒、酱油、香油、鸡粉、胡椒粉、盐,8.1,汤羹
花生眉豆鸡脚汤,无核红枣、鸡脚、泡发冬菇、花生、眉豆、枸杞、桂圆肉、姜,8.3,汤羹
西红柿蛋花汤,西红柿、鸡蛋、盐、淀粉、葱香菜末、香油,0,汤羹
10张图教你如何煎制一碗冰糖银耳,银耳一朵、冰糖,8.3,汤羹
猪蹄花儿～可以吸的猪蹄,猪蹄、薏米、白豆、姜、葱、大蒜、盐、白胡椒、尖椒、香菜,7.9,汤羹
鲜掉眉毛的上海腌笃鲜,咸肉、五花肉、春笋、百叶结、姜片、葱段、料酒、食盐,12,汤羹
牛尾汤,牛尾、葱、姜、料酒、胡萝卜、冬瓜,0,汤羹
西红柿肉丸汤（女儿的最爱）,西红柿、猪前腿肉沫3肥7瘦、玉米淀粉、平湖菇或金针菇、白胡椒粉、盐、香菜或者葱花,0,汤羹
松茸鸡汤,鲜松茸、土鸡、葱、红枣、枸杞,0,汤羹
Q版-南宁老友粉,广西酸笋，阳江豆豉、米粉、蒜米、米醋（白醋）、辣酱(广西天等的辣椒酱或李锦记的都行)、酱油、猪牛肉下水,8.2,汤羹
猴头菇排骨养胃汤（行气、暖胃）,猴头菇、排骨、红枣、枸杞、姜、薏米,7,汤羹
奶白鲫鱼汤（只加葱、姜、白胡椒粉）,煎鱼用油、大葱、老姜片、白胡椒、（盐放不放依个人口味）、鲫鱼,8.3,汤羹
酸汤肥牛拉面,家乐酸汤肥牛酱、肥牛、金针菇、豆芽、小油菜、面（拉面/挂面/碱面）、鸡蛋、蒜、青红线椒/葱花,11,汤羹
番茄蛋汤,西红柿、鸡蛋、葱花、盐、鸡精、酱油,0,汤羹
花胶鱼翅鲍鱼炖鸡,花胶、鸡、鲍鱼、鱼翅、南瓜,12,汤羹
